bugNumber,summary,severity,priority,testBlocking,globalState,component,subComponent,releaseState,releaseDetected,targetReleaseId,creator,verifier,assignedTo,creatorManager,verifierManager,udfFeature,passedPreviously,lastPassBuild,metaData,keyName,reportedByCustomer,creationTimeStamp,crState
xos0069316,"BGP is not advertising/transmitting  the redistributed prefix(source interface ip address).","2 - Major","3 - Important",No,Assigned,IP,BGP,Assigned,"EXOS 22.4.1",3511,senmanoharan,senmanoharan,gswanbon,"Gopla Ramkumar","Yohe, Kevin",,Yes,22.3.1.4,,,,2017-08-22,open
xos0069323,"Route tag not added for RIP routes when redistributing BGP routes","3 - Minor","3 - Important",,Verified,IP,RIP,Verified,"EXOS 22.4.1",3511,pvaigundaboopathy,pvaigundaboopathy,,"Gopla Ramkumar",,,No,,,,,2017-08-23,closed
xos0069330,"FAB/VxLAN/690:<HAL.VXLAN.Error> bcm_l3_egress_multipath_delete failed obsrvd aftr disabling ports","2 - Major","3 - Important",No,Assigned,ExtremeFabric,General,Assigned,"EXOS 22.4.1",3511,vaswadhati,vaswadhati,ssuryaputra,"Gopla Ramkumar","Tim Bourne",,,,,,,2017-08-23,open
xos0069331,"When there is Loop at Client side of VMT Data VLAN for short Duration, VMT state flaps continuously","3 - Minor","3 - Important",,Assigned,DC,XNV,Assigned,"EXOS 22.4.1",3511,mkaleemullah,mkaleemullah,travinanthanan,"Raj Velusamy","Anand Sundaresh Natarajan",,No,,,,,2017-08-23,open
xos0069352,"Netlogin Authentication Failure when there is Loop for short duration at Uplink Side of Dynamic VLAN","3 - Minor","3 - Important",,Assigned,Security,Netlogin,Assigned,"EXOS 22.4.1",3511,mkaleemullah,mkaleemullah,vvedanarayanan,"Raj Velusamy","Anand Sundaresh Natarajan",,No,,,,,2017-08-28,open
xos0069361,"Dot1br:<Erro:Dot1br.Error> dot1brHandleDelVlanPort() obsrvd while disabling policy","3 - Minor","3 - Important",,Assigned,Security,Policy,Assigned,"EXOS 22.4.1",3511,sjamaludeen,sjamaludeen,bdesroch,"Raj Velusamy","Yohe, Kevin",,,,,,,2017-08-29,open
xos0069368,"devmgr crashed during bootup in backup node while rebooting standby node in stacking topology","1 - Crash","3 - Important",No,Assigned,System,Stacking,Assigned,"EXOS 22.4.1",3511,wnasarali,wnasarali,rpanizza,"Raj Velusamy","Daya Narayana",,No,,,,,2017-08-29,open
xos0069371,"Eth-Type is not properly added when vman is part of vxlan","3 - Minor","3 - Important",No,Assigned,L2,VxLAN,Assigned,"EXOS 22.4.1",3511,skandaswamy,skandaswamy,vullanatt,"Shankar Palanivel","Tim Bourne",,,,,,,2017-08-29,open
xos0069373,"ipv6-unicast capability is not enabled by default for ipv6  bgp  neighbors","5 - New Feature","3 - Important",,Assigned,IP,BGP,Assigned,"EXOS 16.1.1",3511,okoot,rrayarapu,jgrabows,"Raymond van Dijk","Yohe, Kevin","Existing Feature",,,,,,2017-08-29,open
xos0069374,"There is false link up in the local switch after remote switch is rebooted","3 - Minor","3 - Important",,Assigned,System,,Assigned,"EXOS 22.4.1",3511,jvaiyapuri,jvaiyapuri,sbose,"Shankar Palanivel","Daya Narayana",,No,,,,,2017-08-29,open
xos0069375,"Fix for not removing older versions of rest and chalet from shadow after getting new version.","3 - Minor","3 - Important",No,Assigned,"Build Tools",General,Assigned,"EXOS 22.4.1",3511,vbathula,dhammers,dcarson,"Jones, Jeff","Jones, Jeff",,,,,,,2017-08-29,open
xos0069381,"BGP NextHopSelf got enabled even after the CLI is restricted","4 - Trivial","4 - Moderate",,Assigned,IP,BGP,Assigned,"EXOS 22.4.1",3511,pvaigundaboopathy,pvaigundaboopathy,zwan,"Gopla Ramkumar","Fee, Brendan",,No,,,,,2017-08-30,open
xos0069392,"IPV6 neighbor discovery not happening for specific port  after ""restart ports all""","2 - Major","3 - Important",,Assigned,IP,"v6 General",Assigned,"EXOS 22.4.1",3511,dindrakumar,pvaigundaboopathy,jbarnhill,"Gopla Ramkumar","Tim Bourne",,No,,,,,2017-08-30,open
xos0069410,"Acct-Terminate-Cause for radius-accounting stop is wrong for dot1x user logout when mac auth enabled","3 - Minor","3 - Important",,Assigned,Security,Netlogin,Assigned,"EXOS 22.4.1",3511,wnasarali,wnasarali,vvedanarayanan,"Raj Velusamy","Anand Sundaresh Natarajan",,No,,,,,2017-08-31,open
xos0069434,"""Erro:ERPS.RingParmNull"" EMS error message is thrown on Reboot of ERPS Ring Node","4 - Trivial","4 - Moderate",,Assigned,L2,ERPS/G.8032,Assigned,"EXOS 22.4.1",3511,mkaleemullah,mkaleemullah,sunarayanan,"Raj Velusamy","Tim Bourne",,No,,,,,2017-09-04,open
xos0069445,"BGPv6 active route count is not correct with multipath enabled","2 - Major","3 - Important",,Assigned,IP,BGP,Assigned,"EXOS 22.4.1",3511,pvaigundaboopathy,pvaigundaboopathy,zwan,"Gopla Ramkumar","Fee, Brendan",F100_BGP_Stack_Upgrade_22_4,Yes,22.3.1.2,,,,2017-09-05,open
xos0069457,"By configuring BGP route-policy for IPV6 without address-family, policy should not be created","3 - Minor","3 - Important",,Verified,IP,BGP,Verified,"EXOS 22.4.1",3511,dindrakumar,pvaigundaboopathy,,"Gopla Ramkumar",,,No,,,,,2017-09-06,closed
xos0069465,"DIsabling ACL debug recoder in 22.4","3 - Minor","4 - Moderate",,Assigned,System,ACL,Assigned,"EXOS 22.4.1",3511,aoumanski,aoumanski,aoumanski,"Daya Narayana","Daya Narayana",,,,,,,2017-09-06,open
xos0069473,"show netlogin session and mac table is not in sync in backup when authmode optional is configured","3 - Minor","3 - Important",,Assigned,Security,Netlogin,Assigned,"EXOS 22.4.1",3511,sjamaludeen,sjamaludeen,clements,"Raj Velusamy","Yohe, Kevin",,No,,,,,2017-09-07,open
xos0069489,"policy:fdb from forbidden vlan is not removed immediately when there are scaled clients","3 - Minor","3 - Important",,Assigned,Security,Policy,Assigned,"EXOS 22.4.1",3511,sjamaludeen,sjamaludeen,bdesroch,"Raj Velusamy","Yohe, Kevin",,No,,,,,2017-09-08,open
xos0069492,"VxLAN config is not throwing any error message when there is not enough hw resource available","5 - New Feature","3 - Important",No,Assigned,L2,VxLAN,Assigned,"EXOS 22.4.1",3511,nperiannan,nperiannan,ssuryaputra,"Raj Velusamy","Tim Bourne",,,No,,,,2017-09-08,open
xos0069502,"Stack : Overheat logs are not generated for slot2-8","2 - Major","3 - Important",,Assigned,System,Devices,Assigned,"EXOS 22.4.1",3511,dranganathan,dranganathan,tbaumeister,"Shankar Palanivel","Daya Narayana",,,,,,,2017-09-11,open
xos0069503,"""debug hal run simulate-hardware-error slot <>""  command functionality is not working.","3 - Minor","3 - Important",No,Assigned,System,Stacking,Assigned,"EXOS 22.4.1",3511,rjetty,rjetty,rdayal,"Shankar Palanivel","Daya Narayana",,,,,,,2017-09-11,open
xos0069510,"""<HAL.VXLAN.Error> bcm_vxlan_port_add input: vxlan_port.egress_tunnel_id"" aftr fabric network events","2 - Major","3 - Important",No,Assigned,L2,VxLAN,Assigned,"EXOS 22.4.1",3511,vaswadhati,vaswadhati,ssuryaputra,"Gopla Ramkumar","Tim Bourne",,,,,,,2017-09-12,open
xos0069524,"Auto-bind is not working for the port modes other than the default binding mode","3 - Minor","3 - Important",No,Assigned,L2,STP/RSTP/MSTP,Assigned,"EXOS 22.4.1",3511,jganesan,jganesan,kosharma,"Raj Velusamy","Anand Sundaresh Natarajan",,No,,,,,2017-09-13,open
xos0069563,"netlogin client cannot access the base URL in ISP mode when config done after unconfigure switch all","3 - Minor","3 - Important",,Assigned,Security,Netlogin,Assigned,"EXOS 22.4.1",3511,kshanmugam,kshanmugam,vvedanarayanan,"Raguraman Rajan","Anand Sundaresh Natarajan",,,,,,,2017-09-15,open
xos0069568,"Observed ""halCardDetectionProcessing"" error message while doing synchronize the slot","3 - Minor","4 - Moderate",No,Assigned,System,Stacking,Assigned,"EXOS 22.4.1",3511,sadurai,sadurai,rpanizza,"Shankar Palanivel","Daya Narayana",,Yes,22.3.1.4,,,,2017-09-15,open
xos0069589,"<Erro:FDB.FilterError> Slot-1: FdbMgr: ingress slot/port [33:22] does not exist for mac:01:80:C2:00:","3 - Minor","3 - Important",,Assigned,Security,General,Assigned,"EXOS 22.4.1",3511,smugilvannan,smugilvannan,vullanatt,"Raj Velusamy","Tim Bourne",,Yes,22.3.1.4,,,,2017-09-19,open
xos0069591,"Link flap on 10G ports after reboot on 450G2 and 440G2","3 - Minor","3 - Important",,Assigned,System,"Port General",Assigned,"EXOS 22.4.1",3511,mthamatapu,mthamatapu,sbose,"Shankar Palanivel","Daya Narayana",,No,,,,,2017-09-19,open
xos0069592,"X440G2 : Traffic is not received after the peer switch is rebooted","3 - Minor","3 - Important",,Assigned,System,"Port General",Assigned,"EXOS 22.4.1",3511,mthamatapu,mthamatapu,sbose,"Shankar Palanivel","Daya Narayana",,,,,,,2017-09-19,open
xos0069607,"BGP neighbor description CLI should be restricted for strings above 56 characters","4 - Trivial","5 - Low",,Assigned,IP,BGP,Assigned,"EXOS 22.4.1",3511,pvaigundaboopathy,pvaigundaboopathy,gswanbon,"Gopla Ramkumar","Yohe, Kevin",,No,,,,,2017-09-20,open
xos0069608,"EMS message shown when sftp get is executed from client is misleading","3 - Minor","3 - Important",,Verified,Security,SSH,Verified,"EXOS 22.4.1",3511,samarasekaran,samarasekaran,,"Hariharan Narayanan",,,Yes,16.1.1.4,,,,2017-09-20,closed
xos0069610,"RSA-1024 bit keys does not work for keybased authentication","3 - Minor","3 - Important",,Assigned,Security,SSH,Assigned,"EXOS 22.4.1",3511,samarasekaran,samarasekaran,mpitchaiah,"Hariharan Narayanan","Anand Sundaresh Natarajan",,No,,,,,2017-09-20,open
xos0069613,"FAB: IPv6 link-local addr listed as upstream for some MCAST cache during initial traffic convergence","4 - Trivial","5 - Low",No,Assigned,ExtremeFabric,General,Assigned,"EXOS 22.4.1",3511,sasingh,sasingh,sukumarg,"Gopla Ramkumar","Anand Sundaresh Natarajan",,No,,,,,2017-09-21,open
xos0069617,"UDP Profile: UDP flooding drops at cpu","2 - Major","3 - Important",,Assigned,IP,"v4 General",Assigned,"EXOS 22.4.1",3511,lkuppan,lkuppan,vrajan,"Shankar Palanivel","Anand Sundaresh Natarajan",,No,,,,,2017-09-21,open
xos0069630,"""soft watchdog expiration warning"" in log when trying to disable/enable trunk link port with 2k vlan","2 - Major","3 - Important",No,Assigned,IP,"v6 General",Assigned,"EXOS 22.4.1",3511,bjyothsna,bjyothsna,ssuryaputra,"Shankar Palanivel","Tim Bourne",,No,,,,,2017-09-22,open
xos0069634,"Existing PIM-DM traffic pruned when another stream from same source started. (specific scenario)","3 - Minor","3 - Important",No,Assigned,IP,PIM-DM,Assigned,"EXOS 22.4.1",3511,sasingh,sasingh,sukumarg,"Gopla Ramkumar","Anand Sundaresh Natarajan",,Yes,,,,,2017-09-22,open
xos0069645,"Error Message is thrown when a tag of VLAN not present (in Switch) is configured as CDP Voice VLAN","3 - Minor","3 - Important",,Assigned,L2,EDP,Assigned,"EXOS 22.5.1",3511,mkaleemullah,mkaleemullah,kosharma,"Raj Velusamy","Anand Sundaresh Natarajan",,No,,,,,2017-09-25,open
xos0069663,"BGP ECMP: Multipath BGP route was not included in 'Active Routes"" statistics","3 - Minor","3 - Important",No,Assigned,IP,BGP,Assigned,"EXOS 22.4.1",3511,srbalakrishnan,srbalakrishnan,jgrabows,"Gopla Ramkumar","Yohe, Kevin",,Yes,22.3.1.4,,,,2017-09-26,open
xos0069675,"policy:fdb not learnt on admin profile vlan for authenticated clients after forbidden vlan removed","3 - Minor","3 - Important",,Assigned,Security,Policy,Assigned,"EXOS 22.4.1",3511,kshanmugam,kshanmugam,bdesroch,"Raguraman Rajan","Yohe, Kevin",,,,,,,2017-09-27,open
xos0069676,"AS Path filtering with regular expression fails if "".*"" syntax used","3 - Minor","3 - Important",,Assigned,IP,BGP,Assigned,"EXOS 22.4.1",3511,pvaigundaboopathy,pvaigundaboopathy,gswanbon,"Gopla Ramkumar","Yohe, Kevin",,No,,,,,2017-09-27,open
xos0069687,"VPEX cascading HAL work","5 - New Feature","4 - Moderate",,Assigned,L2,,Assigned,"EXOS 22.5.1",3511,vullanatt,vullanatt,vullanatt,"Tim Bourne","Tim Bourne",,,,,,,2017-09-27,open
xos0069689,"Cgroups : Soft watchdog expiration with 2k vlans and exsh process that consumes almost 50% memory","2 - Major","3 - Important",,Assigned,Infrastructure,,Assigned,"EXOS 22.4.1",3511,mthamatapu,mthamatapu,akhadka,"Shankar Palanivel","Lou Dernosek",,Yes,,,,,2017-09-28,open
xos0069693,"Fab: Multicast traffic forwarding takes long time to switch during link failover","2 - Major","3 - Important",,Assigned,ExtremeFabric,General,Assigned,"EXOS 22.4.1",3511,venshivaram,venshivaram,aviens,"Gopla Ramkumar","Yohe, Kevin",,,,,,,2017-09-28,open
xos0069713,"Authentication is happening for dot1x user when same mac is authenticated as mac user with auth-over","3 - Minor","3 - Important",No,Assigned,Security,Policy,Assigned,"EXOS 22.4.1",3511,nperiannan,nperiannan,lchan,"Raj Velusamy","Yohe, Kevin",,No,,,,,2017-10-03,open
xos0069718,"""No response from remote switch"" message from the app cli terminal when vpif is scaled","2 - Major","2 - Urgent",,Assigned,Infrastructure,,Assigned,"EXOS 22.4.1",3511,mthamatapu,mthamatapu,dhammers,"Shankar Palanivel","Nispel, Markus",,No,,,,,2017-10-03,open
xos0069719,"Production-level 1xQSFP28 x 4xSFP28 AOC cables needed for testing","3 - Minor","3 - Important",No,Assigned,System,,Assigned,"EXOS 22.4.1",3511,mmitchell,mmitchell,mmitchell,"Shankar Palanivel","Shankar Palanivel",,,,,,,2017-10-03,open
xos0069731,"Netloginweb: https user and the https enabled port needs to be shown in the show netlogin web for au","5 - New Feature","3 - Important",,Assigned,Security,Netlogin,Assigned,"EXOS 22.4.1",3511,smugilvannan,smugilvannan,vvedanarayanan,"Raj Velusamy","Anand Sundaresh Natarajan",,No,Never,,,,2017-10-04,open
xos0069739,"dhcp:exos dhcp server is not sending ACKS for few clients when ipsec snooping is enabled for scaled","3 - Minor","3 - Important",,Assigned,NET,DHCP/BOOTP,Assigned,"EXOS 22.4.1",3511,sjamaludeen,sjamaludeen,vilangovan,"Raj Velusamy","Anand Sundaresh Natarajan",,No,,,,,2017-10-05,open
xos0069750,"Some inactive RMEPs of Hw Down MEP are shown ""Active"" on having 2000 RMEPs for this Down MEP","3 - Minor","3 - Important",,Assigned,OAM,CFM,Assigned,"EXOS 22.4.1",3511,mkaleemullah,mkaleemullah,aoumanski,"Raj Velusamy","Daya Narayana",,,,,,,2017-10-06,open
xos0069769,"Userkeys created using create sshd2 key-file command is not properly formatted","3 - Minor","3 - Important",,Assigned,Security,SSH,Assigned,"EXOS 22.4.1",3511,samarasekaran,samarasekaran,mpitchaiah,"Hariharan Narayanan","Anand Sundaresh Natarajan",,No,,,,,2017-10-10,open
xos0069772,"FDB entries not synced between mlag peers after netlogin reauth due to session timeout","2 - Major","3 - Important",,Assigned,Security,Netlogin,Assigned,"EXOS 22.4.1",3511,wnasarali,wnasarali,bdesroch,"Raj Velusamy","Yohe, Kevin",,Yes,22.4.0.20,,,,2017-10-10,open
xos0069786,"Cgroups : ""show process group"" doesn't display CPU percentages accurately in multi-core","2 - Major","3 - Important",,Assigned,Infrastructure,,Assigned,"EXOS 22.4.1",3511,mthamatapu,mthamatapu,akhadka,"Shankar Palanivel","Lou Dernosek",,No,,,,,2017-10-11,open
xos0069803,"2StageACL - ACL tagged vlan metered traffic is failing after a master failover in X690 stack","2 - Major","3 - Important",No,Assigned,Security,,Assigned,"EXOS 22.4.1",3511,bashanmugasundaram,bashanmugasundaram,aoumanski,"Suresh Babu Thuravupala","Daya Narayana",,No,,,,,2017-10-12,open
xos0069815,"X690: max FDB entries are not removed in HW when max fdb learnt via software learning","2 - Major","3 - Important",No,Assigned,L2,FDB,Assigned,"EXOS 22.4.1",3511,sadurai,sadurai,dgrosser,"Shankar Palanivel","Mark Tippens",,No,,,,,2017-10-13,open
xos0069831,"ONIE:Endian issue is observed in HAL table entries.","3 - Minor","3 - Important",No,Assigned,IP,"v6 General",Assigned,"EXOS 22.4.1",3511,SENMANOHARAN,senmanoharan,erovner,"Gopla Ramkumar","Daya Narayana",,No,,,,,2017-10-16,open
xos0069837,"ONIE hung ""serial8250: too much work for irq3"" during ""show fdb | include vlan575""","2 - Major","3 - Important",No,"Verify Fix",System,Devices,Verified,"EXOS 22.4.1",3511,naarumugam,naarumugam,,"Suresh Babu Thuravupala",,,No,,,,,2017-10-17,closed
xos0069850,"""halUpdateCardOdometerDelay"" Standby Node bootup after executed ""uncon slot 5"" with IPv4/IPv6 VLAN","3 - Minor","3 - Important",No,Assigned,System,Devices,Assigned,"EXOS 22.4.1",3511,naarumugam,naarumugam,tbaumeister,"Suresh Babu Thuravupala","Daya Narayana",,Yes,22.4.0.31,,,,2017-10-19,open
xos0069863,"Auto conversion of standalone config file to slotted config doesn't include policy files","5 - New Feature","3 - Important",,Assigned,System,ACL,Assigned,"EXOS 22.4.1",3511,jvervaert,jvervaert,vilangovan,"Shankar Palanivel","Anand Sundaresh Natarajan",,No,,,,,2017-10-20,open
xos0069922,"Traffic impacted with error : <Erro:HAL.IPv4Mc.Error> Unable to Del IPmc vlan 300 for 1:6 s,G","2 - Major","3 - Important",,Assigned,IP,"General Multicast",Assigned,"EXOS 22.4.1",3511,dsingh,dsingh,dgrosser,"Suresh Babu Thuravupala","Mark Tippens",,,22.4.0.7,,,,2017-10-27,open
xos0069963,"STP port states are not proper after changing path cost in MLAG topology","2 - Major","3 - Important",No,Assigned,L2,STP/RSTP/MSTP,Assigned,"EXOS 22.5.1",3511,jganesan,jganesan,rakumar,"Raj Velusamy","Anand Sundaresh Natarajan",,,,,,,2017-10-31,open
xos0069987,"HAL crash with signal 11 while executing debug command multiple times","1 - Crash","4 - Moderate",No,Assigned,System,Devices,Assigned,"EXOS 22.4.1",3511,naarumugam,naarumugam,evillion,"Suresh Babu Thuravupala","Daya Narayana",,Yes,"22.1.1.5 ",,,,2017-11-02,open
xos0070011,"VPEX and Stacking: Unify slotted and non-slotted configuration file format","5 - New Feature","5 - Low",,"Task Complete",System,Devices,"Task Complete","EXOS 22.5.1",3511,sluck,sluck,,"Mark Tippens",,,,,,,,2017-11-03,closed
xos0070032,"snmp getnext is not working for ctAliasAddressText (1.3.6.1.4.1.52.4.1.3.7.1.1.1.1.9)","3 - Minor","3 - Important",No,Assigned,System,SNMP,Assigned,"EXOS 22.5.1",3511,rjetty,rjetty,mxu,"Shankar Palanivel","Tim Bourne",,No,,,,,2017-11-07,open
xos0070040,"<Erro:HAL.VLAN.Error> Slot-1: Failed to install IPmc COS filter for Slot 1 when Per-Vlan IGMP Snoopi","2 - Major","3 - Important",No,Assigned,L2,,Assigned,"EXOS 22.5.1",3511,psanjaygandhi,psanjaygandhi,dgrosser,"Suresh Babu Thuravupala","Mark Tippens",,Yes,22.3.1.4,,,,2017-11-08,open
xos0070048,"<Erro:HAL.IPv6Mc.Error> Slot-1: Unable to Add IPmc vlan while run failover on FHR-x620 stack","2 - Major","2 - Urgent",No,Assigned,IP,MLD,Assigned,"EXOS 22.5.1",3511,psanjaygandhi,psanjaygandhi,dgrosser,"Suresh Babu Thuravupala","Mark Tippens",,Yes,22.4.0.30,,,,2017-11-08,open
xos0070064,"MLAG ports are not moving to proper stp states in W-MLAG topology","2 - Major","3 - Important",No,Assigned,L2,STP/RSTP/MSTP,Assigned,"EXOS 22.5.1",3511,jganesan,jganesan,rakumar,"Raj Velusamy","Anand Sundaresh Natarajan",,,,,,,2017-11-09,open
xos0070070,"RIOT: Warning message of TunlPifNotFnd seen when tenant vlan is removed and added","3 - Minor","3 - Important",,Assigned,L2,VxLAN,Assigned,"EXOS 22.5.1",3511,skandaswamy,skandaswamy,ssuryaputra,"Shankar Palanivel","Tim Bourne",,,,,,,2017-11-10,open
xos0070090,"unknown traffic getting drop at secondary  level 1 bpe when primary level 1 bpe rebooted","2 - Major","3 - Important",No,Assigned,L2,,Assigned,"EXOS 22.5.1",3511,pvenkat,pvenkat,alim,"Shankar Palanivel","Tim Bourne",,,,,,,2017-11-11,open
xos0070098,"Loop is seen when external link is connected between mlag peer and access switch in W-MLAG topology","3 - Minor","3 - Important",No,Assigned,L2,STP/RSTP/MSTP,Assigned,"EXOS 22.5.1",3511,jganesan,jganesan,rakumar,"Raj Velusamy","Anand Sundaresh Natarajan",,,,,,,2017-11-13,open
xos0070107,"Remove support for deprecated keywords","3 - Minor","3 - Important",,Assigned,Infrastructure,,Assigned,"EXOS 22.5.1",3511,ukomarla,ukomarla,ukomarla,"Lou Dernosek","Lou Dernosek",,,,,,,2017-11-13,open
xos0070109,"Mac Move doesnt happen when fabric routing vlan is deleted without turning it off.","3 - Minor","3 - Important",,Assigned,IP,VRRP,Assigned,"EXOS 22.5.1",3511,agala,agala,rakumar,"Suresh Babu Thuravupala","Anand Sundaresh Natarajan",,Yes,"NEW TESTCASE",,,,2017-11-14,open
xos0070116,"CR needed by SCM team to push updates to build number (code/version file in exos_core)","4 - Trivial","5 - Low",,Assigned,"Build Tools",General,Assigned,"EXOS 22.4.1",3511,jfagan,jfagan,dcarson,"Jones, Jeff","Jones, Jeff",,,,,,,2017-11-14,open
xos0070119,"clear counters vr  should clear counters for a particular vr","3 - Minor","3 - Important",,Assigned,Infrastructure,General,Assigned,"EXOS 22.5.1",3511,smugilvannan,smugilvannan,vilangovan,"Raj Velusamy","Anand Sundaresh Natarajan",,No,,,,,2017-11-15,open
xos0070126,"'clear counter ipstats' gives ioctl failed error","3 - Minor","3 - Important",,Assigned,IP,"v4 General",Assigned,"EXOS 22.5.1",3511,skandaswamy,skandaswamy,lzhao,"Shankar Palanivel","Tim Bourne",,,,,,,2017-11-15,open
xos0070141,"Reboot of device to clear existing ssh sessions to the device automatically","4 - Trivial","4 - Moderate",,Assigned,Security,SSH,Assigned,"EXOS 22.5.1",3511,samarasekaran,samarasekaran,mpitchaiah,"Hariharan Narayanan","Anand Sundaresh Natarajan",,No,,,,,2017-11-15,open
xos0070148,"Inconsistent config behavior on netlogin LAG ports on disable sharing","3 - Minor","3 - Important",,Assigned,Security,Netlogin,Assigned,"EXOS 22.5.1",3511,skaruppasamy,vvedanarayanan,vvedanarayanan,"Raj Velusamy","Anand Sundaresh Natarajan",,No,,,,,2017-11-16,open
xos0070174,"Upgrade BCM SDK to 6.5.12","2 - Major","3 - Important",,Assigned,System,Devices,Assigned,"EXOS 30.1.1",3511,dschudel,dschudel,dschudel,"Daya Narayana","Daya Narayana",,,,,,,2017-11-17,open
xos0070179,"Request show netlogin session output to display NSI returned by radius","3 - Minor","3 - Important",,Assigned,Security,Policy,Assigned,"EXOS 22.5.1",3511,jcondon,jcondon,lchan,"Fee, Brendan","Yohe, Kevin",,,,,,,2017-11-17,open
xos0070194,"Path cost is not updated properly when mlag ports have equal path cost to root bridge","2 - Major","3 - Important",No,Assigned,L2,STP/RSTP/MSTP,Assigned,"EXOS 22.5.1",3511,jganesan,jganesan,rakumar,"Raj Velusamy","Anand Sundaresh Natarajan",,,,,,,2017-11-20,open
xos0070209,"Dot1br: VPEX Auto-Configuration Feature for EXOS 22.6.1","5 - New Feature","3 - Important",,Assigned,System,,Assigned,"EXOS 22.5.1",3511,sluck,sluck,sluck,"Mark Tippens","Mark Tippens",,,,,,,2017-11-21,open
xos0070248,"BootP is not working in Inter VR routing (VRF route leaking)","2 - Major","3 - Important",,Assigned,NET,DHCP/BOOTP,Assigned,"EXOS 22.5.1",3511,pragunathan,pragunathan,vilangovan,"Gopla Ramkumar","Anand Sundaresh Natarajan",,No,,,,,2017-11-27,open
xos0070257,"Port cost is getting changed as ""Unkn"" after ""restart ports all"" command","3 - Minor","3 - Important",No,Assigned,L2,STP/RSTP/MSTP,Assigned,"EXOS 22.5.1",3511,jganesan,jganesan,rakumar,"Raj Velusamy","Anand Sundaresh Natarajan",,,,,,,2017-11-28,open
xos0070265,"Implement MIB support to set port speed, duplex, and tagging.","5 - New Feature","3 - Important",,"Verify Fix",VLAN,General,"Verify Fix","EXOS 22.4.1",3511,ldernosek,schalasani,schalasani,"Kevin Frick","Roman, Matthew",,,,,,,2017-11-28,sqaPending
xos0070318,"ZTPDHCP: Fallback to old ZTP does not happen if ZTP+ over Tagged VLANs fails","3 - Minor","3 - Important",,Assigned,Infrastructure,,Assigned,"EXOS 22.5.1",3511,samarasekaran,samarasekaran,dhammers,"Hariharan Narayanan","Nispel, Markus",,No,,,,,2017-12-04,open
xos0070362,"X440G2 switches accept port to be configured in Halfduplex for 1G speed","3 - Minor","3 - Important",,Assigned,System,"Port General",Assigned,"EXOS 22.5.1",3511,jvaiyapuri,jvaiyapuri,sbose,"Shankar Palanivel","Daya Narayana",,No,,,,,2017-12-06,open
xos0070363,"X690 Error: Could not determine an easy setup configuration! for ""enable stacking""","2 - Major","3 - Important",,Assigned,System,Stacking,Assigned,"EXOS 22.5.1",3511,lkuppan,lkuppan,rpanizza,"Shankar Palanivel","Daya Narayana",,No,,,,,2017-12-07,open
xos0070366,"L3VPN Scaling: Incorrect label 0x00000 received for few VPNv4 routes from remote Peer","3 - Minor","3 - Important",,Assigned,IP,VR/VRF/L3VPN,Assigned,"EXOS 22.5.1",3511,srbalakrishnan,srbalakrishnan,zwan,"Gopla Ramkumar","Fee, Brendan",,No,,,,,2017-12-07,open
xos0070395,"IPv6FIB.Warning messages indicating shadow problem observed in a stack","3 - Minor","4 - Moderate",,Assigned,IP,"v6 General",Assigned,"EXOS 22.5.1",3511,venshivaram,venshivaram,erovner,"Gopla Ramkumar","Daya Narayana",,No,,,,,2017-12-08,open
xos0070399,"Radius-accounting req pkt shows incorrect reason in logout and clitimeout","3 - Minor","3 - Important",,Assigned,NET,AAA,Assigned,"EXOS 22.5.1",3511,samarasekaran,samarasekaran,clements,"Hariharan Narayanan","Yohe, Kevin",,No,,,,,2017-12-08,open
xos0070402,"CR needed to test changes in git hhoks for updating tracker with file commits.","5 - New Feature","5 - Low",,Assigned,"Build Tools",General,Assigned,"EXOS 22.5.1",3511,vbathula,vbathula,dcarson,"Jones, Jeff","Jones, Jeff",,,,,,,2017-12-08,open
xos0070411,"HAL Error (bcm_vxlan_port_get) when changing the tag of  tenant vlan","3 - Minor","3 - Important",,Assigned,L2,VxLAN,Assigned,"EXOS 22.5.1",3511,skandaswamy,skandaswamy,vullanatt,"Shankar Palanivel","Tim Bourne",,,,,,,2017-12-11,open
xos0070415,"Redesigning of bootpelay code in nettools module.","3 - Minor","3 - Important",,Assigned,System,,Assigned,"EXOS 22.5.1",3511,dnarasimhan,dnarasimhan,dnarasimhan,"Anand Sundaresh Natarajan","Anand Sundaresh Natarajan",,,,,,,2017-12-11,open
xos0070433,"Netlogin entries incident on non-authenticator not getting authenticated in ONIE image","2 - Major","3 - Important",,Assigned,Security,Netlogin,Assigned,"EXOS 22.5.1",3511,skaruppasamy,skaruppasamy,vvedanarayanan,"Raj Velusamy","Anand Sundaresh Natarajan",,No,,,,,2017-12-11,open
xos0070450,"Remove TDM support from the port list infrastructure and plumbing.","4 - Trivial","4 - Moderate",,Assigned,Infrastructure,DM,Assigned,"EXOS 22.5.1",3511,ldernosek,ldernosek,seyang,"Kevin Frick","Lou Dernosek",,,,,,,2017-12-12,open
xos0070463,"eVPN: Route leaking from VRF to underlay-feature request","5 - New Feature","5 - Low",,Assigned,ExtremeFabric,General,Assigned,"EXOS 22.5.1",3511,sasrinivasan,sasrinivasan,wcrotty,"Gopla Ramkumar","Yohe, Kevin",,,,,,,2017-12-13,open
